S/N,Category,Intent Type,Question/Article,Answer,1,Digital Club Free Trial,Unnamed: 2,Am I eligible for the 1 month free trial on FairPrice Digital Club?,"All FairPrice online customers who have not been a Digital Club member for the past 6 months are eligible for the 1st-month free trial. To check your eligibility, visit the sign-up page with your registered account.

Eligible customers will be able to see $0.00 on the payment page for their 1st month subscription. "
,,,,,,,,Please arrange another delivery for me,"To arrange for another delivery, please reach out to Customer Service via the web form.

Please note that there will be an additional delivery charge of $7 (inclusive of GST) imposed for normal orders and $30 (inclusive of GST) imposed for bulk orders for the next delivery attempt."
,,,,,,,,couldn't receive my delivery when it arrived,"To arrange for another delivery, please reach out to Customer Service via the web form.

Please note that there will be an additional delivery charge of $7 (inclusive of GST) imposed for normal orders and $30 (inclusive of GST) imposed for bulk orders for the next delivery attempt."
,,,,,,Delivery,,Can the drivers call me when they are arriving?,"Sorry, in order to avoid disruptions or accidents, our drivers avoid making calls while out on the road."
,,,,,,,,Please ask the driver to contact me before arriving,"Sorry, in order to avoid disruptions or accidents, our drivers avoid making calls while out on the road."
,,,,,,,,ask the driver to touch base with me before coming,"Sorry, in order to avoid disruptions or accidents, our drivers avoid making calls while out on the road."
,,,,,,Delivery,,Why do your drivers only deliver to the front doorstep?,"In order to ensure the privacy of our customers, we can only deliver to the front doorstep. Thank you for your understanding."
,,,,,,,,How your driver will drop the item at my place?,"In order to ensure the privacy of our customers, we can only deliver to the front doorstep. Thank you for your understanding."
,,,,,,Delivery,,Can my order be left at the guardhouse or concierge?,"Please arrange with your guardhouse or concierge to accept the order on your behalf. If they don't accept it, there will be a redelivery charge of $7 (inclusive of GST). 

"
,,,,,,,,Please leave my order at guardhouse or concierge,"Please arrange with your guardhouse or concierge to accept the order on your behalf. If they don't accept it, there will be a redelivery charge of $7 (inclusive of GST). 

"
,,,,,,,,handover my order at guardhouse or concierge,"Please arrange with your guardhouse or concierge to accept the order on your behalf. If they don't accept it, there will be a redelivery charge of $7 (inclusive of GST). 
"
,,,,,,,,delivery at guardhouse or concierge,"Please arrange with your guardhouse or concierge to accept the order on your behalf. If they don't accept it, there will be a redelivery charge of $7 (inclusive of GST). 

"
,,,,,,Delivery,,I placed an order on FairPrice Online and my delivery has not arrived. What should I do?,"Our apologies. At times, the driver may be delayed by traffic conditions. If you haven't received your order within the confirmed delivery timeslot, please call our Customer Service Hotline at 6380 5858 or submit your feedback via the webform. We can assist to reschedule your delivery. "
,,,,,,,,I still did not receive my online order,"Our apologies. At times, the driver may be delayed by traffic conditions. If you haven't received your order within the confirmed delivery timeslot, please call our Customer Service Hotline at 6380 5858 or submit your feedback via the webform. We can assist to reschedule your delivery. "
,,,,,,,,delay in online order delivery,"Our apologies. At times, the driver may be delayed by traffic conditions. If you haven't received your order within the confirmed delivery timeslot, please call our Customer Service Hotline at 6380 5858 or submit your feedback via the webform. We can assist to reschedule your delivery. "
,,,,,,,,why my order has not arrived yet,"Our apologies. At times, the driver may be delayed by traffic conditions. If you haven't received your order within the confirmed delivery timeslot, please call our Customer Service Hotline at 6380 5858 or submit your feedback via the webform. We can assist to reschedule your delivery. "
,,,,,,,,my order should be here by now,"Our apologies. At times, the driver may be delayed by traffic conditions. If you haven't received your order within the confirmed delivery timeslot, please call our Customer Service Hotline at 6380 5858 or submit your feedback via the webform. We can assist to reschedule your delivery. "
,,,,,,Delivery,,How are my items packaged for delivery?,"Items are packed separately according to grocery type, preventing contamination and to minimise damage.

Prior to delivery, chilled, frozen and fresh items are placed in our warehouse’s chillers/freezers. They are immediately transported to cooler boxes in the delivery vehicle. This ensures that we maintain the freshness of our products even during the delivery process."
,,,,,,,,How my items are packed before delivering?,"Items are packed separately according to grocery type, preventing contamination and to minimise damage.

Prior to delivery, chilled, frozen and fresh items are placed in our warehouse’s chillers/freezers. They are immediately transported to cooler boxes in the delivery vehicle. This ensures that we maintain the freshness of our products even during the delivery process."
